target,pos,context,context_pos,freq,lmi,
memory,NN,in,P,104752,57548.9897915116,
memory,NN,of,P,274880,295369.32172328,
memory,NN,with,P,30465,6649.25424404179,
mention,NN,be,V,34747,14013.359473805,
mention,NN,of,P,100001,172692.407573773,
menu,NN,be,V,43922,-4380.60314956479,
menu,NN,in,P,21965,-1902.0609528494,
menu,NN,of,P,28671,-7447.06987103079,
menu,NN,on,P,37818,51564.7704215432,
mercy,NN,of,P,33961,40523.5969175074,
merger,NN,of,P,20461,21181.6194447593,
merit,NN,of,P,64298,89789.496530996,
merit,NN,on,P,25483,46309.8217527219,
mess,NN,be,V,26710,9601.83051828525,
mess,NN,of,P,30467,23082.210005666,
message,NN,be,V,165060,20740.5986472592,
message,NN,error,NN,29715,139173.569728091,
message,NN,for,P,40904,921.068833691123,
message,NN,from,P,57185,68087.247490807,
message,NN,get,V,44610,82831.828947539,
message,NN,have,V,30023,-10709.3731515879,
message,NN,in,P,73532,1703.91945540458,
message,NN,of,P,130291,20278.3830101224,
message,NN,on,P,45383,20301.978324769,
message,NN,receive,V,20986,60087.3258248145,
message,NN,send,V,65537,287462.512944182,
message,NN,text,NN,37164,159651.706769311,
message,NN,that,P,61261,51718.4978604965,
message,NN,with,P,37021,8915.76296576863,
message,NN,write,V,20340,49565.0887060595,
metal,NN,be,V,39992,-18397.4383382208,
metal,NN,heavy,ADJ,22138,113042.79061142,
metal,NN,in,P,31552,285.088807719812,
metal,NN,of,P,72162,28628.7646894572,
metal,NN,with,P,27118,20650.05911102,
metaphor,NN,for,P,20203,33799.9639881341,
meter,NN,be,V,21095,-4183.72066606473,
meter,NN,of,P,26294,7585.81982287759,
method,NN,as,P,32088,3258.94811515424,
method,NN,be,V,192094,-8509.81377559926,
method,NN,by,P,41210,17965.8653233201,
method,NN,for,P,112463,80105.5150129235,
method,NN,have,V,35120,-18316.1185404813,
method,NN,in,P,66681,-26422.9528181864,
method,NN,new,ADJ,27491,39368.772541747,
method,NN,of,P,365186,315756.10915436,
method,NN,on,P,28117,-9926.60889773642,
method,NN,other,ADJ,31022,39592.5969537373,
method,NN,that,P,29401,-6218.71344239191,
method,NN,use,V,96174,232673.221958916,
method,NN,with,P,30439,-8418.26199689312,
metre,NN,from,P,22774,49235.4958948855,
metre,NN,of,P,31873,20384.9603540537,
mg,NN,of,P,25279,28260.2618889705,
middle,NN,in,P,300850,731099.368667953,
middle,NN,of,P,305448,612636.223372014,
midnight,NN,at,P,22926,61072.4211282739,
midst,NN,in,P,91181,243420.719861889,
midst,NN,of,P,83036,177405.390874119,
migration,NN,of,P,32208,27396.5740714384,
mile,NN,about,ADV,59134,198573.932137263,
mile,NN,about,P,32108,53624.1838358807,
mile,NN,at,P,24139,9890.78487165499,
mile,NN,away,ADV,83663,369214.746584716,
mile,NN,be,V,67882,-44853.2565602801,
mile,NN,few,ADJ,31658,88633.6402794769,
mile,NN,for,P,39150,3164.11484880415,
mile,NN,from,P,147913,331785.319400799,
mile,NN,hour,NN,21081,67325.9242330097,
mile,NN,in,P,47667,-14689.9656418563,
mile,NN,of,P,232106,193853.269939205,
mile,NN,on,P,30480,4614.99854497184,
mile,NN,over,P,24872,50639.0727710466,
mile,NN,per,P,33020,122159.437308388,
mile,NN,square,ADJ,22386,124165.259654921,
mile,NN,than,P,29605,47744.1994636195,
military,NN,be,V,23662,1880.40962857687,
military,NN,in,P,24957,20935.4165031767,
milk,NN,be,V,29503,-10844.7458090499,
milk,NN,in,P,25294,4669.27446887206,
milk,NN,of,P,48290,18913.953099673,
million,NN,be,V,31577,-27647.5252701351,
million,NN,dollar,NN,37369,214175.823059921,
million,NN,for,P,22906,2184.20202337209,
million,NN,have,V,20447,-1802.75148818005,
million,NN,hundred,NN,23408,119324.951514621,
million,NN,in,P,22727,-11325.5090896101,
million,NN,of,P,373611,695570.309120171,
million,NN,people,NN,45341,117925.459411305,
mind,NN,about,P,21260,15479.1232637472,
mind,NN,as,P,33188,971.591878067816,
mind,NN,at,P,20746,-5632.26796500395,
mind,NN,be,V,163846,-50686.0552578665,
mind,NN,bear,NN,23198,124111.437288591,
mind,NN,bear,V,48876,193550.123309439,
mind,NN,body,NN,31186,95859.3252706641,
mind,NN,change,V,64418,230532.225286183,
mind,NN,for,P,32758,-20545.4067255571,
mind,NN,from,P,21897,-4311.91086559145,
mind,NN,have,V,73887,8588.83834272918,
mind,NN,heart,NN,28148,98769.0968606769,
mind,NN,human,ADJ,21190,55056.768137554,
mind,NN,in,P,595213,1003973.44644822,
mind,NN,into,P,21277,18280.7237102525,
mind,NN,keep,V,101900,367071.665657654,
mind,NN,of,P,335434,225971.604742738,
mind,NN,on,P,59357,17104.0458083333,
mind,NN,open,ADJ,20886,61298.2528967807,
mind,NN,own,ADJ,29890,66437.0289496016,
mind,NN,peace,NN,31197,133308.459445709,
mind,NN,state,NN,25606,60992.1328913418,
mind,NN,that,P,154443,207152.707488258,
mind,NN,with,P,35744,-7931.50930205796,
mine,NN,be,V,59540,-7321.56780574156,
mine,NN,for,P,20371,1964.56239357699,
mine,NN,friend,NN,39978,180430.149198394,
mine,NN,have,V,26233,7329.12419395615,
mine,NN,in,P,48855,18826.0506165868,
mine,NN,of,P,134137,128203.760531735,
mine,NN,on,P,23685,13455.1853820149,
mineral,NN,of,P,25478,12105.1324160898,
minimum,NN,of,P,82959,143276.359204621,
mining,NN,in,P,21628,14760.4450720197,
mining,NN,of,P,21543,5147.66490889178,
minister,NN,be,V,42190,-12731.7192817052,
minister,NN,have,V,22032,5960.23876300946,
minister,NN,in,P,20435,-6551.4443575076,
minister,NN,of,P,52739,9910.91713018327,
minister,NN,prime,ADJ,76086,569648.746691957,
ministry,NN,in,P,23727,17509.3075447234,
ministry,NN,of,P,41370,35342.7195938666,
minority,NN,be,V,34134,-8366.34046083081,
minority,NN,ethnic,ADJ,39812,283944.786543463,
minority,NN,group,NN,20153,73454.4216874594,
minority,NN,in,P,42453,28830.1178140305,
minority,NN,of,P,69949,51684.7917979103,
minute,NN,about,ADV,99533,338937.024348429,
minute,NN,about,P,20484,15305.9417010415,
minute,NN,after,P,68027,174620.161444418,
minute,NN,at,P,40162,17887.8316950003,
minute,NN,away,ADV,35348,108805.392068614,
minute,NN,be,V,92074,-76363.8819968318,
minute,NN,before,P,45360,113089.66168537,
minute,NN,by,P,24976,-2859.48480723881,
minute,NN,couple,NN,26211,84566.3353064854,
minute,NN,drive,NN,21736,87277.1250179088,
minute,NN,few,ADJ,145407,559937.006056712,
minute,NN,first,ADJ,25603,41911.6988931957,
minute,NN,for,P,174890,193101.927595476,
minute,NN,from,P,105386,150772.941583712,
minute,NN,have,V,23634,-22861.087471983,
minute,NN,in,P,117287,13929.2590721952,
minute,NN,just,ADV,47057,81533.9079324861,
minute,NN,last,ADJ,73414,225052.105327595,
minute,NN,later,ADV,62982,255313.633636694,
minute,NN,of,P,231304,82873.4636191543,
minute,NN,on,P,54325,13900.7373224439,
minute,NN,only,ADV,30025,48674.9322940447,
minute,NN,per,P,30466,95834.2569563981,
minute,NN,so,ADV,24763,21701.3246148653,
minute,NN,take,V,33053,46003.1387749592,
minute,NN,than,P,48315,78708.1608877723,
minute,NN,then,ADV,21404,29612.7072753297,
minute,NN,until,P,26054,67658.553822002,
minute,NN,walk,NN,40750,207381.659391238,
minute,NN,walk,V,31686,116286.80386388,
minute,NN,with,P,45672,3631.67424189583,
minute,NN,within,P,50799,154562.127992835,
miracle,NN,be,V,23840,10297.2531183268,
miracle,NN,of,P,27311,22787.7348513529,
mirror,NN,be,V,21321,-1676.13057657036,
mirror,NN,in,P,35935,41307.6821391818,
mirror,NN,of,P,28066,12988.2489098716,
misery,NN,of,P,22000,25870.3504539764,
mission,NN,be,V,87895,23405.8674383017,
mission,NN,for,P,23766,5949.83402074322,
mission,NN,in,P,45586,14398.6652612319,
mission,NN,of,P,88878,48344.1325343882,
mission,NN,on,P,34227,32037.4848007151,
mistake,NN,be,V,84170,33124.0889732041,
mistake,NN,by,P,22895,25440.4879627757,
mistake,NN,in,P,31967,4203.96247505618,
mistake,NN,make,V,138404,520450.335931901,
mistake,NN,of,P,54117,11817.5645098508,
misuse,NN,of,P,24329,39706.168610993,
mix,NN,be,V,29456,-12841.8504513173,
mix,NN,in,P,27752,5843.15603749633,
mix,NN,of,P,145807,208495.536018796,
mixture,NN,be,V,30278,424.679935715255,
mixture,NN,of,P,109929,172584.379958334,
mm.,NN,be,V,30874,-4204.72990737531,
mm.,NN,in,P,21576,4565.11755500598,
mm.,NN,of,P,31565,4812.63376347426,
mode,NN,be,V,42466,-19879.1202264343,
mode,NN,in,P,79625,69003.9645989811,
mode,NN,of,P,126067,111760.179816312,
model,NN,as,P,55689,25200.5906981081,
model,NN,be,V,242860,-2462.5082445609,
model,NN,business,NN,62469,189998.454637748,
model,NN,by,P,24067,-7273.53194766558,
model,NN,for,P,146655,114009.922988939,
model,NN,from,P,27251,-1976.33266817425,
model,NN,have,V,56562,-13874.8074064451,
model,NN,in,P,106437,-13726.7076344335,
model,NN,new,ADJ,51729,96416.6798097562,
model,NN,of,P,309851,154922.298789882,
model,NN,on,P,47320,-1553.39849730265,
model,NN,role,NN,43408,149646.619821686,
model,NN,that,P,39707,-4421.55457606524,
model,NN,use,V,34961,42198.9358120476,
model,NN,with,P,56716,8248.22437931951,
modification,NN,of,P,33259,27381.2891668764,
module,NN,be,V,50996,9149.90233927102,
module,NN,for,P,20969,12217.9229336207,
module,NN,in,P,26504,6124.50009203984,
module,NN,of,P,38333,6152.85919035494,
molecule,NN,of,P,28987,22547.171866451,
mom,NN,be,V,29528,8948.97340971461,
moment,NN,as,P,21201,-2879.79468397641,
moment,NN,at,P,447972,1381510.70196396,
moment,NN,be,V,143710,-22627.1008335754,
moment,NN,few,ADJ,34022,89308.3250592323,
moment,NN,for,P,161198,201389.563655197,
moment,NN,from,P,47948,41709.0647237022,
moment,NN,have,V,41444,-7415.128939827,
moment,NN,in,P,141042,74740.4899932515,
moment,NN,of,P,196306,82635.0996647854,
moment,NN,take,V,23352,29682.4954171648,
moment,NN,that,P,35614,5599.74745903124,
moment,NN,with,P,23191,-8615.08867802995,
money,NN,about,P,28681,10883.2841544099,
money,NN,amount,NN,72681,248275.03658383,
money,NN,as,P,56487,-4910.80681083903,
money,NN,at,P,37975,-11960.1061513979,
money,NN,back,ADV,36377,60624.4831416686,
money,NN,be,V,391567,-33736.0890725877,
money,NN,borrow,V,21850,99392.0647877444,
money,NN,buy,V,25250,56334.9283953297,
money,NN,by,P,58376,1760.30579017434,
money,NN,come,V,22686,15358.2417922447,
money,NN,do,V,36693,-14275.5188321949,
money,NN,earn,V,36749,147274.80474819,
money,NN,enough,ADJ,37779,118959.015515963,
money,NN,extra,ADJ,20299,59402.0765411426,
money,NN,for,P,366888,418504.543275034,
money,NN,from,P,124189,110590.625169264,
money,NN,get,V,80927,111414.622191894,
money,NN,give,V,42021,59378.421259143,
money,NN,go,V,40617,33540.9523017702,
money,NN,good,ADJ,20020,766.686861420859,
money,NN,have,V,165753,45776.0433146537,
money,NN,if,P,29487,6348.68694440056,
money,NN,in,P,179915,-28376.6971346407,
money,NN,into,P,45046,43298.2471576758,
money,NN,lose,V,28725,67461.1756362419,
money,NN,lot,NN,76221,198927.084390333,
money,NN,make,V,182154,367592.878301872,
money,NN,more,ADJ,124574,262280.94825055,
money,NN,much,ADJ,70868,197910.98418093,
money,NN,n&apos;t,ADV,26428,-4138.19557227603,
money,NN,need,V,28470,34132.9774652098,
money,NN,not,ADV,49090,-3006.87715820208,
money,NN,of,P,488023,195488.43542801,
money,NN,on,P,158790,99106.1615193403,
money,NN,pay,V,54755,142886.575668756,
money,NN,people,NN,21577,2803.88778476531,
money,NN,public,ADJ,21983,37107.131444419,
money,NN,put,V,40817,84337.1258984411,
money,NN,raise,V,80724,293831.892072268,
money,NN,save,V,105302,444807.316455826,
money,NN,so,ADV,24787,4287.75535994572,
money,NN,spend,V,122127,464680.15829394,
money,NN,sum,NN,27900,123666.249750169,
money,NN,take,V,45701,46224.800837343,
money,NN,taxpayer,NN,24071,110409.504367465,
money,NN,than,P,33984,19468.2379262994,
money,NN,that,P,68493,-8208.13068001638,
money,NN,time,NN,64159,78992.5644178959,
money,NN,use,V,34932,22793.4976424713,
money,NN,value,NN,81302,267996.809453249,
money,NN,with,P,93192,8233.26374765127,
monitoring,NN,of,P,38060,25366.9899660967,
monster,NN,be,V,23823,4078.04332720725,
monster,NN,of,P,20479,5866.25664256886,
month,NN,about,ADV,52294,112998.113578949,
month,NN,about,P,35526,24761.3961439718,
month,NN,after,P,167331,479596.072155606,
month,NN,ago,ADV,167059,758931.870229768,
month,NN,as,P,37168,-14941.3613131123,
month,NN,at,P,58227,12575.766363416,
month,NN,be,V,173585,-138198.288086729,
month,NN,before,P,64466,144650.360502071,
month,NN,by,P,33606,-14065.5098258867,
month,NN,come,V,41288,56949.3620179192,
month,NN,couple,NN,55608,187825.721618539,
month,NN,during,P,27081,47324.6408521809,
month,NN,earlier,ADV,48384,203227.71479539,
month,NN,few,ADJ,215687,786022.882124901,
month,NN,first,ADJ,60876,115802.698052,
month,NN,follow,V,24233,42444.6215482709,
month,NN,for,P,334176,384570.618875956,
month,NN,from,P,51636,6011.518472636,
month,NN,have,V,81790,-26718.3009949094,
month,NN,in,P,257960,78961.8666760078,
month,NN,just,ADV,35970,31047.3878111194,
month,NN,last,ADJ,259012,964933.25906315,
month,NN,later,ADV,98429,383814.091720177,
month,NN,least,ADJ,23238,46543.98829563,
month,NN,many,ADJ,24709,16908.6549046773,
month,NN,month,NN,24392,49350.8043210129,
month,NN,next,ADJ,142066,513845.580566984,
month,NN,now,ADV,37277,48110.3016422878,
month,NN,of,P,447824,187241.449878002,
month,NN,old,ADJ,51983,127204.575532107,
month,NN,on,P,52458,-19930.4844439914,
month,NN,only,ADV,26054,22887.0358835805,
month,NN,over,P,46837,74687.8224628066,
month,NN,past,ADJ,80203,317004.306887185,
month,NN,per,P,77734,270627.284936638,
month,NN,period,NN,25873,65664.5234102324,
month,NN,recent,ADJ,27443,72165.9948399602,
month,NN,several,ADJ,57183,158802.58067869,
month,NN,since,P,20587,32942.044595221,
month,NN,so,ADV,41317,32534.7716367481,
month,NN,spend,V,28023,68274.1450032994,
month,NN,summer,NN,28847,97140.5695345918,
month,NN,take,V,33076,26184.7220252714,
month,NN,than,P,67745,92555.2264350287,
month,NN,that,P,32981,-24641.2560968275,
month,NN,time,NN,22600,6583.14428746078,
month,NN,twelve,NN,23684,110116.64882582,
month,NN,week,NN,24818,46238.5555207751,
month,NN,winter,NN,23101,85573.5282639277,
month,NN,with,P,55026,-18433.9725881432,
month,NN,within,P,54612,137303.134291065,
month,NN,year,NN,30856,23362.3439340836,
mood,NN,in,P,32931,33584.9046023688,
mood,NN,of,P,30082,14733.7511238525,
moon,NN,be,V,26895,4518.70156402885,
moon,NN,of,P,27624,12742.4032010593,
morality,NN,of,P,34077,39396.0547222351,
morning,NN,Monday,NE,26375,129048.188814287,
morning,NN,Saturday,NE,35859,177259.678246684,
morning,NN,Sunday,NE,39218,196129.54144449,
morning,NN,after,P,21705,41546.7354960685,
morning,NN,at,P,29961,19233.7628992538,
morning,NN,be,V,70241,-42878.1087110948,
morning,NN,early,ADJ,50220,197277.818709796,
morning,NN,for,P,28215,-6505.73226529038,
morning,NN,have,V,20124,-12848.7120099086,
morning,NN,in,P,247267,334848.906523847,
morning,NN,next,ADJ,61687,238923.963157865,
morning,NN,of,P,80835,-16445.2333529037,
morning,NN,on,P,107105,152549.537361509,
morning,NN,that,P,22491,-888.776053547882,
morning,NN,with,P,25885,33.324877786435,
mortality,NN,of,P,20303,9353.23007120926,
mortality,NN,rate,NN,20602,107954.011440032,
mortgage,NN,be,V,37915,-13101.8664560879,
mortgage,NN,for,P,23261,10649.2697351629,
mortgage,NN,in,P,21607,-4359.91347722644,
mortgage,NN,loan,NN,21166,110374.028915913,
mortgage,NN,of,P,39672,-1338.42160862008,
mortgage,NN,on,P,23744,18978.3022612174,
mortgage,NN,rate,NN,22636,94388.3695034645,
mother,NN,as,P,30137,15584.1580561025,
mother,NN,be,V,157954,37639.62738384,
mother,NN,by,P,25581,11189.2299109241,
mother,NN,father,NN,35271,167279.892027819,
mother,NN,for,P,38031,4044.0922301488,
mother,NN,from,P,31146,23038.3249972395,
mother,NN,have,V,57387,25697.5293644753,
mother,NN,in,P,50710,-9725.15936471048,
mother,NN,of,P,146024,62247.8269774311,
mother,NN,that,P,36749,18001.3052683369,
mother,NN,with,P,54993,43620.2066739208,
motion,NN,be,V,46850,-9251.82999757132,
motion,NN,for,P,28171,16502.8105768922,
motion,NN,in,P,63868,52275.6828803342,
motion,NN,of,P,81761,51173.7644532182,
motivation,NN,be,V,25943,3684.77885713896,
motivation,NN,for,P,27619,41334.0392232575,
motivation,NN,of,P,27061,12197.6996490095,
motive,NN,be,V,20125,4737.14129678687,
motive,NN,of,P,21966,12947.678160414,
motor,NN,be,V,29050,-10727.2604921221,
motor,NN,of,P,32768,579.599738743285,
motor,NN,vehicle,NN,32602,184862.047785068,
mountain,NN,be,V,33155,-17496.4564225101,
mountain,NN,in,P,55367,38268.5175133267,
mountain,NN,of,P,96990,78777.2435042752,
mountain,NN,on,P,26389,22612.7590396868,
mouse,NN,be,V,24362,-6486.22968531237,
mouse,NN,in,P,29161,18070.1931895858,
mouse,NN,of,P,26944,2721.75536465451,
mouth,NN,be,V,31039,-11478.7470190631,
mouth,NN,in,P,67619,75390.6926821108,
mouth,NN,of,P,97488,101503.609175917,
move,NN,be,V,65172,-16064.1940620571,
move,NN,for,P,22724,-185.277714883677,
move,NN,from,P,34772,43475.5907870276,
move,NN,in,P,46248,5392.74963410685,
move,NN,make,V,34803,69455.6078500923,
move,NN,of,P,36931,-20236.153947928,
move,NN,on,P,48402,51736.2303039466,
movement,NN,as,P,22400,1152.94072448601,
movement,NN,be,V,121150,-23736.5244930079,
movement,NN,for,P,38663,-1783.48618654176,
movement,NN,have,V,38423,-4699.71671795567,
movement,NN,in,P,103650,36709.6784589745,
movement,NN,of,P,223637,152876.220969018,
movement,NN,on,P,22866,-5726.58148014495,
movement,NN,social,ADJ,20113,57604.3186549026,
movement,NN,with,P,27376,-2006.40813133454,
movie,NN,about,P,24734,34614.759641641,
movie,NN,as,P,21169,2109.86338746898,
movie,NN,be,V,134541,1834.18940789244,
movie,NN,for,P,41413,5271.99481016488,
movie,NN,from,P,23999,9954.48180769835,
movie,NN,have,V,32872,-5707.56732739332,
movie,NN,in,P,117824,69169.9792798208,
movie,NN,make,V,36603,57883.5616485712,
movie,NN,of,P,117408,16899.9307147376,
movie,NN,on,P,29998,3772.51456507108,
movie,NN,see,V,27360,49944.2566332903,
movie,NN,that,P,24490,484.205530883904,
movie,NN,watch,V,31087,125665.942638416,
movie,NN,with,P,34181,8662.57929852865,
mph,NN,at,P,23338,64047.7886429532,
multitude,NN,of,P,59194,116881.770071733,
mum,NN,be,V,24729,9458.15165336152,
murder,NN,be,V,35943,-7990.8510879472,
murder,NN,for,P,27890,22757.0646622261,
murder,NN,in,P,29642,8627.11954640891,
murder,NN,of,P,112688,133748.417298121,
muscle,NN,be,V,25898,-11484.4134170577,
muscle,NN,in,P,29015,10918.4967058977,
muscle,NN,of,P,40455,10886.4206379008,
museum,NN,be,V,32805,-5526.38527796295,
museum,NN,in,P,43954,36490.9165484924,
museum,NN,of,P,35683,6499.82488056109,
music,NN,as,P,41309,6227.06041469387,
music,NN,at,P,27054,-2798.18219351474,
music,NN,be,V,208700,-34394.7918607587,
music,NN,by,P,37961,5710.07782582958,
music,NN,classical,ADJ,24829,125196.518114273,
music,NN,dance,NN,25059,114044.711572616,
music,NN,for,P,95190,32566.0444400876,
music,NN,from,P,54327,33374.6962956862,
music,NN,have,V,49703,-18770.4727042762,
music,NN,in,P,153600,36058.3687214649,
music,NN,industry,NN,24796,75440.3783758799,
music,NN,listen,V,21986,87444.0948428289,
music,NN,live,ADJ,32312,140346.710063697,
music,NN,make,V,33562,29440.1169659649,
music,NN,of,P,296193,133829.300379745,
music,NN,on,P,54134,5338.90607786141,
music,NN,play,V,45197,128644.257990752,
music,NN,that,P,31078,-11171.293209933,
music,NN,video,NN,32130,124001.762523067,
music,NN,with,P,75211,31934.0970461384,
musician,NN,be,V,25290,-4796.72368856873,
musician,NN,of,P,27799,4766.00223778969,
myriad,NN,of,P,27356,57452.1699044834,
mystery,NN,be,V,36827,8564.35958669913,
mystery,NN,of,P,78504,98600.8467385771,
myth,NN,be,V,30091,6814.08747798961,
myth,NN,of,P,45632,41495.7034184072,
n,NN,be,V,22907,-9225.32516556914,
n,NN,rock,NN,20435,117562.746776814,
n,NN,roll,NN,20794,142724.357627135,
name,NN,address,NN,37719,155647.252011837,
name,NN,as,P,82906,36010.0055881953,
name,NN,be,V,468484,108114.91896655,
name,NN,big,ADJ,31209,64446.1971137768,
name,NN,brand,NN,32014,119419.518591678,
name,NN,by,P,105471,80081.306589997,
name,NN,change,V,50071,141014.682755929,
name,NN,different,ADJ,20178,25647.193077225,
name,NN,domain,NN,50921,255738.750574646,
name,NN,file,NN,20806,56896.4697371829,
name,NN,first,ADJ,26243,28733.8679506998,
name,NN,for,P,144408,49945.0800709162,
name,NN,from,P,58331,15890.4781451971,
name,NN,full,ADJ,20247,35921.0966805635,
name,NN,get,V,26054,9925.04042793995,
name,NN,give,V,57611,107513.467078644,
name,NN,have,V,92282,-15862.5349068492,
name,NN,in,P,280026,118244.4975773,
name,NN,include,V,24152,25781.9234770227,
name,NN,know,V,28256,27470.1895877325,
name,NN,last,ADJ,27337,41303.1609935302,
name,NN,like,P,23953,18731.2951890654,
name,NN,make,V,25387,4696.73963770655,
name,NN,new,ADJ,27207,21908.0362673443,
name,NN,not,ADV,33728,-10084.3989751657,
name,NN,of,P,673919,580181.579318945,
name,NN,on,P,90418,17955.3631384132,
name,NN,other,ADJ,25238,11445.1359693568,
name,NN,own,ADJ,21394,29477.8739659978,
name,NN,real,ADJ,29440,67159.0147501177,
name,NN,same,ADJ,45701,90525.4567563098,
name,NN,take,V,22472,9869.67566588673,
name,NN,that,P,45391,-17869.0408633631,
name,NN,under,P,40661,82297.2574610965,
name,NN,use,V,38192,33583.016376397,
name,NN,with,P,105229,36557.7958376447,
narrative,NN,be,V,24685,-2766.81573302609,
narrative,NN,of,P,50921,44734.996712369,
nation,NN,as,P,46479,44213.2869458028,
nation,NN,be,V,101005,-21003.3230968579,
nation,NN,for,P,37545,3543.15516095243,
nation,NN,from,P,20520,6634.07168398219,
nation,NN,have,V,41476,5142.45494920053,
nation,NN,in,P,117219,75844.9717248776,
nation,NN,of,P,226448,196086.942636204,
nation,NN,on,P,23551,-1203.00712861028,
nation,NN,other,ADJ,47121,102416.014281312,
nation,NN,that,P,25876,3621.2223324255,
nation,NN,with,P,27660,2956.09625629304,
native,NN,of,P,38829,53564.3498060774,
nature,NN,about,P,28926,37629.7245173517,
nature,NN,as,P,23053,-1618.80452514548,
nature,NN,be,V,115724,-45384.0197687534,
nature,NN,by,P,50552,40400.2906323488,
nature,NN,have,V,21679,-18319.9234316209,
nature,NN,human,ADJ,55569,212675.629153763,
nature,NN,in,P,131092,57499.9149849227,
nature,NN,of,P,698200,1167143.09195176,
nature,NN,on,P,32073,-2004.68900217659,
nature,NN,that,P,21760,-7693.6079853315,
nature,NN,very,ADJ,21896,91615.4897934949,
nature,NN,with,P,32391,-1797.81046787761,
necessity,NN,be,V,24684,2668.13572055544,
necessity,NN,for,P,22241,28820.2876781109,
necessity,NN,of,P,74710,110725.696055174,
neck,NN,in,P,24661,15193.7078689065,
neck,NN,of,P,40184,26712.9360725174,
need,NN,about,P,24170,13424.0032257826,
need,NN,address,V,21611,68853.8816110157,
need,NN,as,P,23275,-14581.9103606429,
need,NN,be,V,337661,38085.3027722851,
need,NN,by,P,20540,-13706.6227399006,
need,NN,do,V,29546,-7641.42856278095,
need,NN,feel,V,49802,130281.797075904,
need,NN,for,P,530238,984131.889442607,
need,NN,have,V,63473,-21368.2822781034,
need,NN,in,P,182948,37697.7167599434,
need,NN,individual,ADJ,26401,85442.8573999981,
need,NN,meet,V,119463,482696.353377758,
need,NN,more,ADJ,21469,14903.6798347852,
need,NN,of,P,497509,381532.511371572,
need,NN,on,P,41978,-15080.2197272422,
need,NN,people,NN,25536,16482.7637525956,
need,NN,special,ADJ,59363,211556.464185647,
need,NN,specific,ADJ,21403,60949.1459973389,
need,NN,that,P,26630,-19106.219782104,
need,NN,with,P,60217,-78.13120327223,
need,NN,without,P,36628,80246.5466874085,
neglect,NN,of,P,21344,28565.6216142905,
negotiation,NN,be,V,25617,-6250.49371398398,
negotiation,NN,in,P,33276,24081.4513471934,
negotiation,NN,of,P,37435,15044.187599312,
negotiation,NN,with,P,32201,51352.2914156488,
neighborhood,NN,in,P,56439,80663.3447682586,
neighborhood,NN,of,P,30348,11204.4824227633,
neighbour,NN,be,V,21411,-358.87841968846,
neighbourhood,NN,in,P,25647,37982.832440872,
nerve,NN,of,P,21438,7799.59735603266,
net,NN,of,P,25868,8731.74309235189,
net,NN,on,P,31020,57868.3300837895,
network,NN,as,P,21593,-2043.51281318704,
network,NN,be,V,108168,-45288.5521106987,
network,NN,for,P,45501,332.415504977357,
network,NN,have,V,32188,-13158.2697195464,
network,NN,in,P,72098,-8524.90223124865,
network,NN,of,P,218642,120599.835292442,
network,NN,on,P,49518,20442.4027020302,
network,NN,social,ADJ,72894,294656.322372457,
network,NN,with,P,38898,6556.98942459642,
networking,NN,site,NN,21866,102057.06289321,
networking,NN,social,ADJ,55043,319394.191724621,
news,NN,about,P,39918,60662.1363317833,
news,NN,as,P,27492,70.4932440420757,
news,NN,at,P,22781,-372.04758847428,
news,NN,bad,ADJ,56917,204874.715510113,
news,NN,be,V,209780,20844.2966995716,
news,NN,for,P,100826,66408.4042151232,
news,NN,from,P,47089,34391.6374292194,
news,NN,good,ADJ,152577,439246.327610721,
news,NN,great,ADJ,22136,38319.1424263543,
news,NN,have,V,35018,-16418.1803334083,
news,NN,in,P,100934,7456.60700441988,
news,NN,late,ADJ,25578,77112.3407687442,
news,NN,medium,NN,23248,75575.1978289207,
news,NN,of,P,168298,24497.8612856001,
news,NN,on,P,70513,43856.588367479,
news,NN,other,ADJ,20788,19364.9044806827,
news,NN,report,NN,22643,67530.9696178745,
news,NN,that,P,102843,112741.595155047,
news,NN,with,P,36848,-1101.63250853196,
newspaper,NN,be,V,41738,-21312.0209522447,
newspaper,NN,for,P,20393,1327.77779139569,
newspaper,NN,in,P,73262,55541.5107655958,
newspaper,NN,local,ADJ,24645,85513.3231482243,
newspaper,NN,magazine,NN,22173,120182.524179314,
newspaper,NN,of,P,52882,-393.463322448521,
night,NN,Friday,NE,46894,212520.05216909,
night,NN,Monday,NE,23723,95462.2552738776,
night,NN,Saturday,NE,51848,235864.332274491,
night,NN,Sunday,NE,24296,91337.6887805011,
night,NN,Thursday,NE,23300,98237.5931594842,
night,NN,Tuesday,NE,25508,109521.998945247,
night,NN,Wednesday,NE,21100,87457.7262473899,
night,NN,after,P,37966,64940.4910987862,
night,NN,as,P,36396,-3470.83005118266,
night,NN,at,P,287144,614268.372913209,
night,NN,be,V,142533,-94871.9710956374,
night,NN,before,P,32859,62351.050327791,
night,NN,by,P,31692,-4739.86564290324,
night,NN,day,NN,61004,145693.408187514,
night,NN,during,P,34197,78942.0338878172,
night,NN,first,ADJ,26163,36246.2367881805,
night,NN,for,P,135622,78203.4528893897,
night,NN,from,P,25481,-6682.22180854973,
night,NN,good,ADJ,29340,24987.1667461162,
night,NN,have,V,38046,-29082.6256874024,
night,NN,in,P,156099,20512.7722486527,
night,NN,last,ADJ,284111,1177796.55211342,
